id,Phrase,Anchor_or_Target
7572,content_feeling,target
7573,content_writing,target
7574,data_collection,target
7575,delivering_content,target
7576,detection,target
7577,fixed_content_server,target
7578,keyword_analysis,target
7579,metadata_analysis,target
7580,proposed,target
7581,abrasive_product,target
7582,command_in_steps,target
7583,control_approach_game,target
7584,control_bus,target
7585,control_in_phase,target
7586,control_in_steps,target
7587,control_steps,target
7588,control_theory_for_ai,target
7589,control_tower,target
7590,cryogenic_fluid,target
7591,guide_in_steps,target
7592,instruction_in_steps,target
7593,level_indicator,target
7594,regulate_in_steps,target
7595,slurry_block,target
7596,step_control,target
7597,step_workout,target
7598,steps_in_evaluation_approach,target
7599,terminal_device,target
7600,accelerator_mode_control,target
7601,chart_indicator,target
7602,control_apparatus,target
7603,control_process,target
7604,mode_control,target
7605,non_control_steps,target
7606,operation_sequences,target
7607,operation_theater,target
7608,sequential_operations,target
7609,step_cutting,target
7610,step_motor,target
7611,step_response,target
7612,step_up,target
7613,system_control,target
7614,cooled_drink,target
7615,cooled_mind,target
7616,cooled_reaction_mixture,target
7617,cooled_water,target
7618,cooling_bath_reaction,target
7619,drinking_water,target
7620,entropy_increase_in_the_system,target
7621,exothermic_reactions,target
7622,glucose_consumption,target
7623,glucose_water_dissolution,target
7624,heat_transfer,target
7625,ice_bath_reaction,target
7626,ice_tray,target
7627,mixing_process,target
7628,release_heat,target
7629,replacement_of_weak_bonds,target
7630,resulting,target
7631,resulting_reaction,target
7632,standard_enthalpy_change_is_negative,target
7633,thermal_energy,target
7634,area_of_rectangle,target
7635,associated_toothed,target
7636,corresponding_person,target
7637,corresponding_projections,target
7638,corresponding_recesses,target
7639,cycle_protection_gear,target
7640,dissimilar_toothed,target
7641,helical_gear,target
7642,serrate_location_area,target
7643,toothed,target
7644,toothed_gearing,target
7645,buckle,target
7646,buckle_members,target
7647,buckle_plates,target
7648,buckles,target
7649,coupling_body_arms,target
7650,coupling_body_portions,target
7651,coupling_members,target
7652,coupling_portions,target
7653,receiving_arms,target
7654,receiving_members,target
7655,snap_coupling_arms,target
7656,engaging_members,target
7657,engaging_portions,target
7658,grooves,target
7659,portions,target
7660,protrusions,target
7661,bolts,target
7662,corresponding_coupling_members,target
7663,coupler_joint,target
7664,coupling_bar,target
7665,coupling_brackets,target
7666,coupling_media,target
7667,coupling_pins,target
7668,coupling_pins_element,target
7669,coupling_plate,target
7670,coupling_reaction,target
7671,coupling_rods,target
7672,coupling_shirt,target
7673,dual_coupler,target
7674,duplication_error,target
7675,external_couplers,target
7676,gear_elements,target
7677,gears,target
7678,hooks,target
7679,joint_pain,target
7680,parts,target
7681,parts_elements,target
7682,pins,target
7683,retainer_portions,target
7684,shafts,target
7685,spacer_portions,target
7686,arm_chair,target
7687,arm_pouch,target
7688,attach_arms,target
7689,beams,target
7690,bind_arms,target
7691,branches,target
7692,car_drive,target
7693,center_link,target
7694,circuit_lines,target
7695,connect_arms,target
7696,connecting_arms,target
7697,coupling_pipe,target
7698,detection_arms,target
7699,detection_beams,target
7700,drive_detection,target
7701,drive_members,target
7702,fins,target
7703,human_arms,target
7704,input_ends,target
7705,input_port,target
7706,input_ports,target
7707,insert_arms,target
7708,linking_pins,target
7709,output_ends,target
7710,output_port,target
7711,output_ports,target
7712,outputs,target
7713,pcb_connector,target
7714,pivot_sleeves,target
7715,respective_input_port,target
7716,respective_input_ports,target
7717,respective_output_port,target
7718,respective_output_ports,target
7719,signal_lines,target
7720,signal_paths,target
7721,support_area,target
7722,support_arms,target
7723,coefficient,target
7724,coefficient_ratio,target
7725,coefficient_ratio_coefficient,target
7726,coefficients,target
7727,conversion_coefficient,target
7728,conversion_constant,target
7729,conversion_factor,target
7730,coupling,target
7731,coupling_coefficient,target
7732,coupling_coefficient_ratio,target
7733,coupling_constant,target
7734,coupling_ratio,target
7735,coupling_ratio_coefficient,target
7736,curves,target
7737,electromechanical_coupling_factor,target
7738,response,target
7739,angle,target
7740,area_of_contact,target
7741,area_of_coupling,target
7742,degree_of_contact,target
7743,degree_of_coupling,target
7744,impedance,target
7745,inductance,target
7746,mutual_angle,target
7747,mutual_distance,target
7748,primary_inductance,target
7749,primary_turns,target
7750,primary_turns_inductance,target
7751,relative_angle,target
7752,relative_distance,target
7753,transformer_impedance,target
7754,transformer_ratio,target
7755,turns,target
7756,turns_factor,target
7757,turns_impedance,target
7758,turns_inductance,target
7759,turns_ratio,target
7760,winding_factor,target
7761,winding_ratio,target
7762,antenna_radiation,target
7763,apparent_coupling,target
7764,apparent_transfer_coefficient,target
7765,apparent_transfer_coupling,target
7766,coupling_level,target
7767,coupling_parameter,target
7768,effective_transfer_coefficient,target
7769,effective_transfer_coupling,target
7770,factor_map,target
7771,mode_impedance,target
7772,mutual_coupling_coefficient,target
7773,net_inductance,target
7774,odd_mode_impedances,target
7775,power_coupling_coefficient,target
7776,production_factor,target
7777,radiation_resistance,target
7778,shunt_susceptance,target
7779,transfer_coefficient,target
7780,transfer_factor,target
7781,bandwidth,target
7782,circuit_loaded,target
7783,coil_quality,target
7784,coupling_fraction,target
7785,efficiency,target
7786,electronic_circuit,target
7787,gain,target
7788,height_level,target
7789,measure_level,target
7790,motor,target
7791,ppm,target
7792,quality_factor,target
7793,relative_factor,target
7794,resonator_quality,target
7795,risk_factor,target
7796,second_coupling_coefficient,target
7797,tap_ratio,target
7798,view_factor,target
7799,water_level,target
7800,addition_reaction,target
7801,circular,target
7802,crank_arm,target
7803,crank_disc,target
7804,crank_drive,target
7805,crank_flange,target
7806,crank_pulley,target
7807,crank_shaft,target
7808,crank_web,target
7809,crankpin,target
7810,crankshaft,target
7811,elimination_reaction,target
7812,hook,target
7813,kicker,target
7814,mechanical_device,target
7815,polymerization,target
7816,sewing,target
7817,winding,target
7818,crank_joint,target
7819,crank_lever,target
7820,crank_shaped,target
7821,crank_type,target
7822,lever,target
7823,ville_crank,target
7824,ville_joint,target
7825,ammunition,target
7826,arm_ball,target
7827,arm_linux,target
7828,axle,target
7829,bell_crank,target
7830,cam_cycle,target
7831,cam_plants,target
7832,cam_shaft,target
7833,chain_conveyer,target
7834,drive_shaft,target
7835,heavy_cranks,target
7836,link,target
7837,linkage,target
7838,pedal,target
7839,pedal_pulse,target
7840,crystal,target
7841,crystal_layer,target
7842,crystal_layer_thin,target
7843,crystal_molecular,target
7844,crystal_molecular_thin,target
7845,crystalline,target
7846,crystalline_thin,target
7847,layer_thin,target
7848,molecular,target
7849,molecular_thin,target
7850,thin,target
7851,composite_crystal,target
7852,computer_monitor,target
7853,crystal_piezoelectric,target
7854,crystal_salt,target
7855,crystal_semiconductor,target
7856,crystal_semiconductor_thin,target
7857,crystal_thin_films,target
7858,crystalline_piezoelectric,target
7859,display_shrink,target
7860,hard_crystal,target
7861,heartbeat_monitor,target
7862,lcd,target
7863,monitor_temperature,target
7864,multiple_crystal,target
7865,oled,target
7866,reflection_type,target
7867,semiconductor_thin,target
7868,thick_crystal,target
7869,thin_client,target
7870,thin_film_semiconductor_crystal,target
7871,thin_pipe,target
7872,thin_quartz_crystals,target
7873,thin_single_crystal_silicon_films,target
7874,cement_compositions,target
7875,coating_composition,target
7876,coating_material,target
7877,curable_coating_composition,target
7878,curable_coating_material,target
7879,curable_coating_resin,target
7880,curable_curing_composition,target
7881,curable_curing_layer,target
7882,curable_curing_resin,target
7883,curable_curing_resin_composition,target
7884,curable_layer,target
7885,curable_material,target
7886,curable_resin,target
7887,curable_resin_composition,target
7888,curable_resin_layer,target
7889,curable_resin_material,target
7890,cure_a_patient,target
7891,curing_acrylic_compounds,target
7892,curing_adhesives,target
7893,curing_agent,target
7894,curing_agent_composition,target
7895,curing_coating_composition,target
7896,curing_composition,target
7897,curing_disease,target
7898,curing_layer,target
7899,curing_material,target
7900,curing_oligomers_formulation,target
7901,curing_particulates,target
7902,curing_polymer_composition,target
7903,curing_resin,target
7904,epoxy_resin_curing_agent,target
7905,hardening_of_a_polymer,target
7906,hot_curing_resin_composition,target
7907,inorganic_formulation,target
7908,medical_care,target
7909,photocurable_resin_composition,target
7910,thermosetting_resins,target
7911,uv_curing_resin_composition,target
7912,agricultural_waste,target
7913,call_stack,target
7914,cut_and_stack,target
7915,cut_and_stack_labeling_equipment,target
7916,cut_off_from_people,target
7917,cut_off_marks,target
7918,cut_off_scores,target
7919,cut_shoes,target
7920,cut_stack,target
7921,die_cuts,target
7922,dry_grass,target
7923,extract_from_stack,target
7924,first_chip_stack,target
7925,grass_waste,target
7926,printing_labels,target
7927,product_stacking,target
7928,pull_from_stack,target
7929,remove_from_stack,target
7930,rolled_sheet,target
7931,separate_from_stack,target
7932,stacked_labels,target
7933,adhesives,target
7934,binder,target
7935,binder_dye,target
7936,concrete_polymer,target
7937,cyanoacrylate_adhesives,target
7938,cyanoacrylate_chemical_compound,target
7939,cyanoacrylate_polymer,target
7940,cyanoacrylate_prepolymer,target
7941,cyanoacrylates,target
7942,digitally_imaged_lenticular_products,target
7943,dye,target
7944,eye_adhesive_composition,target
7945,family_of_strong_fast_acting_adhesives,target
7946,fibrous_web,target
7947,fishing_polymer_knot,target
7948,gelatin,target
7949,heat_setting_label_sheet,target
7950,inkjet_printable_surface,target
7951,paper_web,target
7952,polymer_musical_instrument,target
7953,polymer_stem_activity,target
7954,polymerization_of_cyanoacrylate,target
7955,silver_binder,target
7956,silver_dye,target
7957,stamping,target
7958,tile_wall_adhesive,target
7959,alcohol,target
7960,alcoholism,target
7961,alcohols,target
7962,alcohols_glycol,target
7963,aliphatic,target
7964,aliphatic_chain,target
7965,aliphatic_glycol,target
7966,bicyclic,target
7967,carveol,target
7968,chain,target
7969,common_salt,target
7970,cyclic,target
7971,cycloheptanol,target
7972,cyclohexanol,target
7973,cyclopentanol,target
7974,cyclopropanol,target
7975,esters,target
7976,esters_chain,target
7977,ethanol,target
7978,glycol,target
7979,glycylglycitol,target
7980,hydroxyl_compounds,target
7981,menthol,target
7982,methanol,target
7983,nacl_salt,target
7984,propanol,target
7985,pulegol,target
7986,sodium_chloride,target
7987,sulphate,target
7988,aldehydes,target
7989,aldehydes_alcohols,target
7990,aliphatic_aldehydes,target
7991,aromatic,target
7992,aromatic_alcohol,target
7993,aromatic_alcohols,target
7994,aromatic_hydrocarbons,target
7995,bicycle,target
7996,cyclic_alcohol,target
7997,cyclic_chain,target
7998,cyclic_motion,target
7999,cyclobutanols,target
8000,cycloheptanols,target
8001,cyclohexanols,target
8002,cyclopropanols,target
8003,hydroxyl_functional_group,target
8004,inositol,target
8005,lignin,target
8006,lignin_acids,target
8007,phenolic_alcohol,target
8008,phenolic_alcohols,target
8009,phenols,target
8010,phenols_acids,target
8011,phenols_alcohols,target
8012,saturated_aldehydes,target
8013,saturates_alcohols,target
8014,saturates_aldehydes,target
8015,toluene,target
8016,used_as_a_drug,target
8017,10_bit_dac,target
8018,ad_circuit,target
8019,ad_conversion_system,target
8020,ad_system,target
8021,adc,target
8022,adc_system,target
8023,android_system,target
8024,bit_da_converter,target
8025,conventional_filter,target
8026,conventional_filter_system,target
8027,conventional_filtering_system,target
8028,converter_system,target
8029,da_circuit,target
8030,da_ic,target
8031,da_ic_system,target
8032,da_system,target
8033,dac_line_diver,target
8034,digital_to_analog_converter,target
8035,filtering,target
8036,filtering_system,target
8037,ic_system,target
8038,multi_bit_dac,target
8039,one_bit_converter,target
8040,oversampling_bit,target
8041,pipelined_ad,target
8042,pipelined_ad_converter,target
8043,power_conversion,target
8044,prior_filter,target
8045,prior_filter_system,target
8046,prior_filtering_system,target
8047,sigma_delta_ad_converter,target
8048,sigma_delta_digital_to_analog_converter,target
8049,system_design,target
8050,system_issue,target
8051,system_software,target
8052,time_interleaved,target
8053,amplifier_circuit,target
8054,data_analytics,target
8055,data_buffer,target
8056,data_buffers,target
8057,data_circuit,target
8058,data_device,target
8059,data_device_circuit,target
8060,data_dq_buffer,target
8061,data_dq_circuit,target
8062,data_driver,target
8063,data_input_circuit,target
8064,data_latch_circuit,target
8065,data_locker,target
8066,data_output_buffer,target
8067,data_packet,target
8068,data_processing_circuit,target
8069,data_processing_memory,target
8070,data_provider_circuit,target
8071,data_science,target
8072,data_storage_circuit,target
8073,data_storage_memory,target
8074,dq_buffer,target
8075,dq_buffers,target
8076,dq_circuit,target
8077,dq_driver,target
8078,driver,target
8079,electronics,target
8080,memory_circuit,target
8081,memory_device,target
8082,memory_device_circuit,target
8083,memory_processing_circuit,target
8084,memory_storage_circuit,target
8085,monitor_output,target
8086,output_control_circuit,target
8087,pcb_heat_data,target
8088,processor,target
8089,processor_circuit,target
8090,retry_circuit,target
8091,thermal_analysis_data,target
8092,thermal_sheet,target
8093,transfer_circuit,target
8094,write_circuit,target
8095,body_header,target
8096,communication_network,target
8097,controlling_idea,target
8098,date_nodes,target
8099,day_node,target
8100,day_nodes,target
8101,display_environment,target
8102,display_model,target
8103,electronic_data_tree_structure,target
8104,environment,target
8105,environment_model,target
8106,headers,target
8107,hierarchical_data_structure,target
8108,levels,target
8109,node,target
8110,node_controller,target
8111,node_controller_program,target
8112,node_controllers,target
8113,node_level_program,target
8114,node_tree,target
8115,non_data_tree,target
8116,number_flow_chart,target
8117,parameter_tree,target
8118,query_pattern,target
8119,second_data_tree,target
8120,structure_of_server,target
8121,tree_based_data,target
8122,tree_data,target
8123,tree_data_structures,target
8124,tree_structured_data,target
8125,virtual_environment,target
8126,virtual_model,target
8127,appropriate_decompression_algorithm,target
8128,bullet_decompressor,target
8129,compressing_performer,target
8130,compression_encoder,target
8131,decompress,target
8132,decompress_expander,target
8133,decompresseor_in_pc,target
8134,decompression,target
8135,decompression_engine,target
8136,decompressor_circuitry,target
8137,decompressor_lever,target
8138,engine_valve,target
8139,expand_wall,target
8140,expander,target
8141,header_decompression_module,target
8142,increase_head,target
8143,parallel_decompressor,target
8144,physical_pressure_released,target
8145,pressure_reducer,target
8146,restoring_compressed,target
8147,un_compressed_data_packet,target
8148,audio_decompressor,target
8149,automatic_decompressor,target
8150,compression_unit,target
8151,computer_terminal,target
8152,conditioning_unit,target
8153,decoder,target
8154,decomposed_leaves,target
8155,decompression_algorithm,target
8156,decompression_unit,target
8157,decompressor_device,target
8158,decryption,target
8159,embedded_decompressor,target
8160,encryption_mechanism,target
8161,genetic_algorithm,target
8162,header_decompression,target
8163,header_file,target
8164,health_unit,target
8165,physical_pressure_reducer,target
8166,press_type_switch,target
8167,chimeric_molecules,target
8168,climatic,target
8169,cre_transcription_factor_decoy_oligonucleotide,target
8170,decoy,target
8171,decoy_odns,target
8172,decoy_oligodeoxynucleotides,target
8173,decoy_oligomers,target
8174,decoy_person,target
8175,decoy_receptor,target
8176,decoy_rna,target
8177,decoy_sentence,target
8178,decoy_system,target
8179,decoy_trap,target
8180,device,target
8181,nfb_decoy_oligonucleotide,target
8182,relate_to_decoy,target
8183,repellent,target
8184,stat3_decoy_oligonucleotide,target
8185,transcription_factor,target
8186,transcription_factor_decoy,target
8187,transcription_factors,target
8188,decrease_file_size,target
8189,decrease_image_size,target
8190,decrease_resolution_of_image,target
8191,decrease_symbol,target
8192,decreased_operating_power,target
8193,decreased_wbc_count,target
8194,decreasing_order,target
8195,deep_sleep_mode,target
8196,full_load_power,target
8197,increased_power,target
8198,initial_output_power,target
8199,intended_power,target
8200,less_power_consumption,target
8201,low_power,target
8202,low_voltage,target
8203,lower_energy_consumption,target
8204,minimal_electrical_power,target
8205,minimum,target
8206,phase_commands,target
8207,positive,target
8208,power_control_cycle,target
8209,predefined_power,target
8210,reduced,target
8211,reduced_low_power,target
8212,reduced_power,target
8213,reduced_voltage,target
8214,relatively_low_power,target
8215,relatively_reduced_power,target
8216,stand_by_periods,target
8217,temporary_transition,target
8218,addressing_split_modes,target
8219,area_diameter,target
8220,area_of_a_circle,target
8221,cell_storage_area,target
8222,control_by_memory,target
8223,define_by_election,target
8224,define_by_storage,target
8225,defined_area,target
8226,defined_memory,target
8227,defined_memory_array,target
8228,dsp_unit,target
8229,in_memory_representation,target
8230,internal_storage,target
8231,memory_cell_storage_area,target
8232,non_defined_memory,target
8233,plurality_of_memory_cells,target
8234,processor_determined,target
8235,represent_fraction,target
8236,share_by_memory_cells,target
8237,store_by_memory,target
8238,store_by_memory_cell,target
8239,cellphone,target
8240,define_bacteria,target
8241,define_between_panel,target
8242,define_by_bottom_panel,target
8243,define_by_panel,target
8244,define_internal_panel,target
8245,define_panel_boundaries,target
8246,define_panels,target
8247,define_wireless_network,target
8248,define_within_panel,target
8249,defines_a_front_panel,target
8250,defining_each_panel,target
8251,defining_panel,target
8252,edges_that_define_panel,target
8253,high_density_filament_winding,target
8254,jury_panel,target
8255,mounting_structure,target
8256,panel_analysis,target
8257,panel_data_models,target
8258,pocket_defining_panel,target
8259,preform_carrying_apparatus,target
8260,sealable_food_container,target
8261,sidewall_magnet,target
8262,committee,target
8263,define_a_word,target
8264,define_door,target
8265,define_portion,target
8266,define_solar_panel,target
8267,define_wall,target
8268,display_surface,target
8269,flat_sheet,target
8270,flat_surface,target
8271,floor,target
8272,instrument,target
8273,panel_board,target
8274,panel_definition,target
8275,panel_interview,target
8276,piece_of_metal,target
8277,portion_control,target
8278,rectangular_pane,target
8279,solar_energy,target
8280,bending_moment,target
8281,cause_the_light,target
8282,change_the_light,target
8283,deflect,target
8284,deflect_in_order,target
8285,deflect_light_beam,target
8286,deflect_rays,target
8287,deflect_rotated,target
8288,deflected,target
8289,disperse_light,target
8290,divert_light_beam,target
8291,divert_logo,target
8292,electric_bulb,target
8293,incoming_lights,target
8294,incoming_messages,target
8295,iron_beam,target
8296,led,target
8297,light_air,target
8298,light_component,target
8299,light_components,target
8300,light_weight,target
8301,redirect_light,target
8302,reflect_light_beams,target
8303,reflect_light_rays,target
8304,refract,target
8305,refract_light,target
8306,rotate,target
8307,rotate_in_order,target
8308,rotated,target
8309,separated_light,target
8310,shoppingi,target
8311,travel,target
8312,coherent_rays,target
8313,configured_to_deflect_light,target
8314,converge_angle,target
8315,converge_optical_path,target
8316,daylight,target
8317,deflect_the_light_ray,target
8318,deflecting_torque,target
8319,deviate_light,target
8320,diverge_communication_data,target
8321,light_color,target
8322,light_green,target
8323,light_grey,target
8324,lighthouse,target
8325,lights_rays,target
8326,reflect_beams,target
8327,amplifier_means,target
8328,amplitude_detector,target
8329,blood_information,target
8330,brain_activity_information,target
8331,brain_fluid_content,target
8332,carrier_wave,target
8333,color_demodulator,target
8334,color_tv,target
8335,comparator,target
8336,comparator_amplifier,target
8337,comparator_means,target
8338,computer_program_in_a_software_defined_radio,target
8339,control_amplifier,target
8340,control_circuit,target
8341,demodulating,target
8342,demodulation_system,target
8343,demodulator_apparatus,target
8344,education_system,target
8345,electronic_circuit_to_recover_the_information,target
8346,magnetic_field_detector,target
8347,modulator,target
8348,monostable,target
8349,packaging_machine,target
8350,product_insertion_system,target
8351,signal_amplifier,target
8352,signal_circuit,target
8353,single_web_sheet_cutting_mechanism,target
8354,carrier_signals,target
8355,compressing_files,target
8356,converting,target
8357,demand,target
8358,demerits,target
8359,democracy,target
8360,demodulated_signal,target
8361,demodulating_arrangement,target
8362,demodulating_signals,target
8363,demodulation_circuit,target
8364,demodulation_converter,target
8365,digital_transversal_equalizer,target
8366,inverse_modulator,target
8367,module_federation,target
8368,radio_frequency,target
8369,recovery_element,target
8370,signal_demodulators,target
8371,data_demodulator,target
8372,demodulating_part,target
8373,demodulation_part,target
8374,power_circuit,target
8375,power_unit,target
8376,switching_circuit,target
8377,switching_unit,target
8378,dem,target
8379,dem_detector,target
8380,demodulation_unit,target
8381,demodulator_unit,target
8382,digital_demodulator,target
8383,digital_detector,target
8384,inner_decoder,target
8385,inner_interleaver,target
8386,interleaver,target
8387,mixer,target
8388,outer_decoder,target
8389,outer_interleaver,target
8390,aligners,target
8391,apparatuses,target
8392,appliance,target
8393,appliances,target
8394,automated_apparatus,target
8395,automated_appliances,target
8396,braces,target
8397,clear_aligners,target
8398,correct_underbites,target
8399,dent_in_bus,target
8400,dent_in_car,target
8401,dent_in_vehicle,target
8402,dental_aligner,target
8403,dental_apparatus,target
8404,dental_clinic,target
8405,dental_disease,target
8406,devices_in_orthodontics,target
8407,fitting_procedure,target
8408,images,target
8409,member,target
8410,orthodontic_aligner,target
8411,orthodontic_aligners,target
8412,orthodontic_apparatus,target
8413,orthodontic_appliance,target
8414,orthodontic_appliances,target
8415,orthodontic_cases,target
8416,orthodontic_device,target
8417,retainers,target
8418,teeth,target
8419,titanium_braces,target
8420,treatment_appliance,target
8421,treatment_device,target
8422,treatment_model,target
8423,treatment_plan,target
8424,wire,target
8425,align_with_plants,target
8426,aligner_system,target
8427,alignment_braces,target
8428,alignment_in_programming,target
8429,bunker_device,target
8430,crown_aligners,target
8431,crown_crowns,target
8432,crowns,target
8433,crowns_aligners,target
8434,dental_aligners,target
8435,dental_appliances,target
8436,dental_arranger,target
8437,garlic_root_hair_aligner,target
8438,hair_aligners,target
8439,lower_teeth,target
8440,recording_paper_housing_device,target
8441,smile_aligners,target
8442,smile_crowns,target
8443,swivel_lever_spool_holder,target
8444,tooth_aligner,target
8445,tooths_roots,target
8446,vending_machine,target
8447,wheel_aligners,target
8448,wireless_alignment,target
8449,class,target
8450,class_teacher,target
8451,derived,target
8452,derived_old_classes,target
8453,entity,target
8454,entity_class,target
8455,first_level_derived_classes,target
8456,harmed_groups,target
8457,mannual_data,target
8458,manual,target
8459,new_class,target
8460,non_derived_class,target
8461,obtain_group,target
8462,obtain_group_numbers,target
8463,old_machine,target
8464,subclass,target
8465,virtual,target
8466,virtual_class,target
8467,virtual_image,target
8468,aptly_descriptive,target
8469,descriptive_analysis,target
8470,descriptive_area,target
8471,descriptive_area_of_study,target
8472,descriptive_name,target
8473,descriptive_phrase,target
8474,descriptive_purposes,target
8475,descriptive_term_entry,target
8476,descriptive_terminology,target
8477,descriptive_text,target
8478,graphical_representation,target
8479,non_descriptive_term,target
8480,non_relevant_element,target
8481,non_relevant_objects,target
8482,phrase,target
8483,relevance_score,target
8484,shorthand_term,target
8485,specific_term,target
8486,term,target
8487,term_insurance,target
8488,term_of_agreement,target
8489,term_plan,target
8490,term_type,target
8491,type_of_term,target
8492,word,target
8493,deteriorated_developer,target
8494,clogged,target
8495,cooled,target
8496,degraded,target
8497,deteriorated_toner,target
8498,deterioration,target
8499,lowered,target
8500,lowered_deteriorated,target
8501,lowering,target
8502,poor,target
8503,deteriorated_condition,target
8504,corroded,target
8505,accuracy_is_improved,target
8506,breakdown,target
8507,decrepit,target
8508,deteriorated_house,target
8509,deteriorated_pipe,target
8510,deteriorated_pipeline,target
8511,deteriorated_relationships,target
8512,deteriorated_section,target
8513,deteriorated_toy,target
8514,deteriorating,target
8515,deteriorating_water,target
8516,given,target
8517,improved_alignment,target
8518,improved_data_processing,target
8519,iron,target
8520,material_deterioration,target
8521,metal_sheet,target
8522,minimum_deterioration,target
8523,pipe,target
8524,remarkable_degradation,target
8525,shining_metal,target
8526,structure_cracks,target
8527,thick,target
8528,thin_and_thick,target
8529,worsened,target
8530,box_filler,target
8531,corrugated_box,target
8532,decline_input_data,target
8533,degenerate,target
8534,drop_values,target
8535,great_deterioration,target
8536,incurring_degradation,target
8537,input_machine,target
8538,involving_deterioration,target
8539,original,target
8540,suffering_deterioration,target
8541,value_addition,target
8542,calculation_from_analysis,target
8543,circuit_analysis,target
8544,communication_analysis,target
8545,detect_from_analysis,target
8546,determination_from_analysis,target
8547,determine_a_basis,target
8548,determine_by_analysis,target
8549,determine_by_analyzing,target
8550,determine_by_chromatographic_analysis,target
8551,determine_by_gc_analysis,target
8552,determine_by_image_analysis,target
8553,determine_from_statistical_analysis,target
8554,determine_using_analysis,target
8555,determined_from_evaluation,target
8556,examine,target
8557,food_analysis,target
8558,identifying_by_analysis,target
8559,inattentive_judgment_device,target
8560,inattentiveness_determining_device,target
8561,regression_analysis,target
8562,steric_hindrance,target
8563,theft_detection,target
8564,colourless_solid,target
8565,cyanamide,target
8566,cyanamide_dimer,target
8567,cyanoguanidine,target
8568,dicyandiamde,target
8569,dicyandiamin,target
8570,dicyanodiamide,target
8571,dryness,target
8572,fertilizer_molecule,target
8573,guanidine,target
8574,guanidine_1_carbonitrile,target
8575,milk_cream,target
8576,nitrile,target
8577,nitrile_compound,target
8578,air_intake_pipe,target
8579,blood_collection_tank,target
8580,diesel,target
8581,diesel_fuel_container,target
8582,diesel_fuel_holder,target
8583,diesel_fuel_tank,target
8584,diesel_fuel_tanks,target
8585,diesel_tank,target
8586,engine_fuel_tank,target
8587,fuel_fitting,target
8588,fuel_injection_pump,target
8589,fuel_meter,target
8590,fuel_pump,target
8591,fuel_supply,target
8592,fuel_vapor_pump,target
8593,gas_fuel,target
8594,gas_sensor,target
8595,gas_tank,target
8596,gasoline_fuel_tank,target
8597,ic_engine_cooling,target
8598,meter,target
8599,meter_bridge,target
8600,nozzle,target
8601,tank_of_a_blood_dialysis_water_treatment,target
8602,tank_of_transformer,target
8603,tank_system,target
8604,120_degree_intervals,target
8605,axial_positions,target
8606,axially_displaced_configuration,target
8607,centrifugal_compressor,target
8608,circumferential_grooves,target
8609,circumferential_lamellae,target
8610,circumferential_positions,target
8611,different_circumferential,target
8612,different_colors,target
8613,different_ends,target
8614,different_intervals,target
8615,different_locations,target
8616,different_partially,target
8617,different_positioning,target
8618,different_positions,target
8619,different_sizes,target
8620,different_stagger_angles,target
8621,displaced_feeds,target
8622,geometric_locations,target
8623,interval_position,target
8624,locations,target
8625,non_different_circumferential_positions,target
8626,parallel_to_one_another,target
8627,partially,target
8628,position_device,target
8629,position_supine,target
8630,predetermined_position,target
8631,rotation_transfer_grooves,target
8632,same_angle,target
8633,same_position,target
8634,transversely_displaced,target
8635,various_locations,target
8636,wind_power_generator,target
8637,axial_directions,target
8638,circumferential_area,target
8639,convex_surface,target
8640,different_horizontal_positions,target
8641,different_languages,target
8642,different_vertical_locations,target
8643,distal_ends,target
8644,distal_sides,target
8645,distinct_circumferential_positions,target
8646,distributed_at_random_positions,target
8647,equal_intervals,target
8648,equal_positions,target
8649,equi_angular_intervals,target
8650,imaginary_cylindrical_surface,target
8651,movable_member,target
8652,opposite_distal_ends,target
8653,opposite_distal_sides,target
8654,opposite_ends,target
8655,planar_substrate_surface,target
8656,position_absolute,target
8657,position_exchange,target
8658,position_sticky,target
8659,predetermined_intervals,target
8660,predetermined_positions,target
8661,random_positions,target
8662,respective_ends,target
8663,respective_sides,target
8664,same_circumferential_positions,target
8665,same_intervals,target
8666,stationary_member,target
8667,top_positions,target
8668,carrier_polarity,target
8669,conduct_certificate,target
8670,conductance,target
8671,conductive_polymer_molecules,target
8672,conductivity_gradient,target
8673,different,target
8674,different_angles,target
8675,different_carbon_conductivity,target
8676,different_color,target
8677,different_conductive_layers,target
8678,different_conductivity_type,target
8679,different_doping,target
8680,different_fonts,target
8681,different_resistance,target
8682,different_silicon_conductivity,target
8683,different_silicon_content,target
8684,different_styles,target
8685,different_thermal_conductivity,target
8686,different_values_of_conductivity,target
8687,different_zones,target
8688,differing_conductivity,target
8689,differing_doping,target
8690,differing_resistance,target
8691,differing_silicon_conductivity,target
8692,diode,target
8693,electric_conductivity_difference,target
8694,electrical_conductive_property,target
8695,electrical_resistance,target
8696,ion_transference_number,target
8697,oxide_ion_conductor,target
8698,resistance,target
8699,resistivity_gradient,target
8700,resistor,target
8701,second_conductivity_type,target
8702,ability_rate,target
8703,complementary_conductivity,target
8704,complementary_conductivity_type,target
8705,complementary_type,target
8706,conductive_terminal,target
8707,conductivity_channel,target
8708,conductivity_type,target
8709,different_conductivity_meters,target
8710,different_electrically_conductive_particles,target
8711,electrical_conductivity,target
8712,electrical_resistivity,target
8713,identical_conductivity,target
8714,identical_type,target
8715,materials_ability,target
8716,opposite,target
8717,opposite_type,target
